"","scenario","decade","Region","RegionCode","s1","s2","s3","s4","s5","gQuints","gRao"
"1","SSP1",2015,1,"USA",4.01684594264502,9.68822458541689,15.4436422323351,23.0718763394204,47.7794109001826,40.3635126676315,40.567806
"2","SSP1",2025,1,"USA",3.38682260692414,9.2092506303965,15.2114373869966,23.1667394246009,49.0257499510818,42.0941373930079,42.30719
"3","SSP1",2035,1,"USA",3.10003609325847,8.93421097036799,15.064376224573,23.1893010420161,49.7120756697844,42.99166768988,43.209263
"4","SSP1",2045,1,"USA",3.04056230393137,8.87178458323469,15.0299691854525,23.1920308640728,49.8656530633086,43.1881711198371,43.406761
"5","SSP1",2055,1,"USA",3.06522240718712,8.89790917020358,15.0444099406581,23.1909858614365,49.8014726205147,43.1062308471553,43.324406
"6","SSP1",2065,1,"USA",3.0804735946135,8.91389503245966,15.0532168185794,23.1902777090827,49.7621368452648,43.0558836711702,43.273804
"7","SSP1",2075,1,"USA",3.08876376439034,8.92253028446735,15.057964648158,23.1898731465707,49.7408681564136,43.02862065846,43.246403
"8","SSP1",2085,1,"USA",3.06943677365919,8.90233953789622,15.0468529716336,23.1907948750986,49.7905758417125,43.0922933893236,43.310398
"9","SSP1",2095,1,"USA",3.01060288480915,8.83957906545173,15.0120864521939,23.1931315582767,49.9446000392686,43.2886187206975,43.507717
"10","SSP1",2105,1,"USA",2.96613924436729,8.79081683305867,14.9848459925489,23.1944160695362,50.063781860489,43.4395537874883,43.659416
"11","SSP1",2015,2,"EUR",8.47382650253571,13.3530973611887,18.1148266247592,23.3155997537631,36.7426497577533,26.6000595612038,30.6674345538034
"12","SSP1",2025,2,"EUR",8.37546196721496,13.3275191891758,18.0909942114502,23.3333134318071,36.872711200352,26.8001170835621,30.9839421106832
"13","SSP1",2035,2,"EUR",8.39475339884107,13.3637325170408,18.105805770552,23.3118145043759,36.8238938091902,26.7225451232134,30.860179518891
"14","SSP1",2045,2,"EUR",8.55984002649979,13.4730389929082,18.1604204622447,23.2421172498094,36.5645832685379,26.311425896391,30.1940024861581
"15","SSP1",2055,2,"EUR",8.79847106349243,13.6236076770684,18.2436963388541,23.1479418597114,36.1862830608737,25.7199832709623,29.2550442772719
"16","SSP1",2065,2,"EUR",9.04034702296043,13.7825602849988,18.3324987266256,23.0580323553639,35.7865616100513,25.1071604978187,28.3025520336129
"17","SSP1",2075,2,"EUR",9.32710743389612,13.9644081328133,18.4267435324961,22.9566057152165,35.325135185578,24.3953012343068,27.1913118083695
"18","SSP1",2085,2,"EUR",9.62654047292686,14.1631608865858,18.5117346438492,22.8561187471148,34.8424452495233,23.6499069654888,26.0055550529675
"19","SSP1",2095,2,"EUR",9.91885052567375,14.3499682571287,18.5764883713528,22.7868350981905,34.3678577476542,22.9339525140091,24.8303982644146
"20","SSP1",2105,2,"EUR",10.0644209720852,14.4410167884099,18.6028696662376,22.7576380856829,34.1340544875845,22.5823553313086,24.2384193035794
"21","SSP1",2015,3,"JPN",7.18970938563603,12.5879437639863,17.5284113515691,24.0349484174269,38.6589870813817,29.7542240179727,31.9961075766
"22","SSP1",2025,3,"JPN",7.02259417888565,12.4887939326642,17.4944726788128,24.0868920650772,38.9072471445601,30.1469616255048,32.4184366796
"23","SSP1",2035,3,"JPN",6.96554653032209,12.453798530253,17.4820940456716,24.1042994481292,38.9942614456241,30.2831722993921,32.5649103827
"24","SSP1",2045,3,"JPN",7.03450093233176,12.4960231840182,17.4970046303034,24.0832377285033,38.8892335248433,30.1186718918032,32.3880154069
"25","SSP1",2055,3,"JPN",7.17974464509994,12.5821695408656,17.5264828355228,24.0380846518683,38.6735183266433,29.7773849896358,32.0210136518
"26","SSP1",2065,3,"JPN",7.41072245994402,12.7158223098351,17.5710531168544,23.9653343562588,38.3370677571077,29.2408810563004,31.4440859001
"27","SSP1",2075,3,"JPN",7.70094759094943,12.8837470710192,17.6270485006343,23.8739200809468,37.9143367564503,28.5667805363717,30.7191941086
