"","scenario","decade","Region","RegionCode","s1","s2","s3","s4","s5","gQuints","gRao"
"1","SSP4",2015,1,"USA",3.32,8.685,14.38,22.485,51.175,43.7842970663202,40.976131
"2","SSP4",2025,1,"USA",2.30895827341278,7.73730706961417,13.8439718639306,22.5348442358244,53.6231713958035,46.9477317511752,43.938103
"3","SSP4",2035,1,"USA",1.64930319480268,6.674695234258,13.1627313167764,22.3963630022569,56.1681735598452,49.8781926913739,46.68211
"4","SSP4",2045,1,"USA",1.21580355337475,5.60195737495976,12.4356629804255,22.1612440045344,58.6393297604976,52.5341683886522,49.169239
"5","SSP4",2055,1,"USA",0.906066328587566,4.49538357826913,11.6624035037228,21.862350210624,61.1304277917281,55.0950747041937,51.567471
"6","SSP4",2065,1,"USA",0.670139393402316,3.30575999460411,10.8146850789416,21.5012237634992,63.7675248035817,57.7218457133423,54.027515
"7","SSP4",2075,1,"USA",0.486080608694948,1.99455002505493,9.8674666685272,21.0720302146804,66.6420816575739,60.5181450764596,56.646473
"8","SSP4",2085,1,"USA",0.343470668153026,0.538883911092929,8.80544713029974,20.5702399119804,69.8072780176073,63.5420828207221,59.478802
"9","SSP4",2085,1,"USA",0.343470668153026,0.538883911092929,8.80544713029974,20.5702399119804,69.8072780176073,63.5420828207221,59.478802
"10","SSP4",2085,1,"USA",0.343470668153026,0.538883911092929,8.80544713029974,20.5702399119804,69.8072780176073,63.5420828207221,59.478802
"11","SSP4",2015,2,"EUR",7.32377037335337,12.3065016827597,17.2948191752861,23.3892975766614,39.6856111919395,30.3225910124296,30.9816491312583
"12","SSP4",2025,2,"EUR",6.8685560209856,12.067069084861,17.1150326326168,23.5279567811807,40.4213854803559,31.4266186460241,32.3612331417831
"13","SSP4",2035,2,"EUR",6.36104372811791,11.7687841139029,16.863547803198,23.6507998130359,41.3558245417452,32.7486309305551,33.9836113137348
"14","SSP4",2045,2,"EUR",5.84543960353527,11.4228673409407,16.5723632383766,23.7300419363758,42.4292878807716,34.1899484599631,35.7150059561066
"15","SSP4",2055,2,"EUR",5.3388494456342,10.9947250999486,16.2625721978572,23.748915048767,43.654938207793,35.7545469892544,37.5551305646851
"16","SSP4",2065,2,"EUR",4.85114250406112,10.469079178989,15.9432820109735,23.7225757451813,45.0139205607951,37.4316210718641,39.4977601009243
"17","SSP4",2075,2,"EUR",4.38817312811941,9.89138063367939,15.5635203327174,23.6565426533722,46.5003832521116,39.1958329070709,41.5167421927186
"18","SSP4",2085,2,"EUR",3.95569871465074,9.26567330989539,15.125045918014,23.5492781505422,48.1043039068977,41.0323260900563,43.604171372244
"19","SSP4",2095,2,"EUR",3.55832739901373,8.55962018984743,14.6716489791153,23.3743025172916,49.8361009147319,42.9480917435522,45.7401248059685
"20","SSP4",2105,2,"EUR",3.37164735528103,8.18701054944333,14.4259074343368,23.2769661674986,50.7384684934403,43.9294391577495,46.8280418245747
"21","SSP4",2015,3,"JPN",6.04,11.47,16.59,23.81,42.09,33.776,32.1841425797
"22","SSP4",2025,3,"JPN",5.63194879587443,11.2022209016442,16.4771738315824,23.9156816741905,42.7729747967085,34.7982051096858,33.1581713278
"23","SSP4",2035,3,"JPN",5.23711972298111,10.9045174142889,16.3404827768976,24.006043307764,43.5118367780684,35.8603840014599,34.1702899001
"24","SSP4",2045,3,"JPN",4.86404890043922,10.5829193569713,16.1825922767325,24.0790060424896,44.2914334233673,36.9403422925498,35.1993499315
"25","SSP4",2055,3,"JPN",4.51815759563467,10.2442324889733,16.0073170561583,24.1341667778528,45.0961260813809,38.0183485041488,36.2265498846
"26","SSP4",2065,3,"JPN",4.22768556777309,9.92506918350482,15.8353558052086,24.1697834240956,45.8421060194179,38.9894220575522,37.1518568984
"27","SSP4",2075,3,"JPN",3.95303926380901,9.58979603715649,15.6488805224466,24.1931363786564,46.6151477979315,39.971022963898,38.0871951127
"28","SSP4",2085,3,"JPN",3.66493948061654,9.19787235449051,15.424590731495,24.2052365678178,47.5073608655801,41.0768827933018,39.1409359471
"29","SSP4",2095,3,"JPN",3.40715219052037,8.80686937428527,15.1951565725669,24.2036396920187,48.3871821706088,42.1427321111641,40.1565519589
"30","SSP4",2105,3,"JPN",3.28363369073562,8.60424485013651,15.074332499338,24.1981670359072,48.8396219238827,42.6823594608259,40.6707467588
"31","SSP4",2015,4,"RUS",6.86,11.755,16.4475,23.0075,41.93,32.557,41.3915591429
"32","SSP4",2025,4,"RUS",6.43267055434806,11.4688869143112,16.318953195037,23.0992269939846,42.6802623423191,33.6502094622461,42.7814182857
"33","SSP4",2035,4,"RUS",6.01537293155939,11.1516385338194,16.1660173160888,23.1759959653562,43.4909752531762,34.7902248299081,44.2307844286
"34","SSP4",2045,4,"RUS",5.57506913421311,10.7703405503413,15.9709385524579,23.2412471073615,44.4424046556261,36.0822310399385,45.8733851429
"35","SSP4",2055,4,"RUS",5.14404522687757,10.3433381377472,15.7410602373574,23.286943449599,45.4846129484189,37.4498963019738,47.6121754977
"36","SSP4",2065,4,"RUS",4.77844529244184,9.93255967824857,15.5108931499704,23.3092666341463,46.4688352451929,38.7029947445599,49.2053105623
"37","SSP4",2075,4,"RUS",4.48700344336944,9.56817295079687,15.3006735480552,23.3145688955277,47.3295811622507,39.7726205529974,50.5651864695
"38","SSP4",2085,4,"RUS",4.24971311714319,9.24400349601048,15.1096113207782,23.3095873102243,48.0870847558438,40.6961308366461,51.7392974295
"39","SSP4",2095,4,"RUS",4.03837917656962,8.93205339246608,14.9226214566718,23.2972887984276,48.8096571758649,41.5631165618209,52.841545515
"40","SSP4",2105,4,"RUS",3.94241071961291,8.78251217195475,14.8320007595415,23.2890375490076,49.1540387998832,41.9719126150374,53.3612711044
"41","SSP4",2015,5,"NRE",5.01136848338776,9.22257173413184,14.265008469471,23.6908294097781,47.8102219032313,40.0263858061333,30.2306426886719
"42","SSP4",2025,5,"NRE",4.86150821711525,9.12866487380698,14.0368875606571,23.5810545650061,48.3918847834146,40.6052571295191,31.3897046373418
"43","SSP4",2035,5,"NRE",4.6985005427723,8.98751870485192,13.8720129759625,23.4552208118424,48.986746964571,41.2176779802351,32.5968779800839
"44","SSP4",2045,5,"NRE",4.53773468223897,8.83094593813405,13.7287926340889,23.301254539493,49.601272206045,41.8389534595885,33.8207973089742
"45","SSP4",2055,5,"NRE",4.37492531801294,8.60291985238531,13.6088774442605,23.1691375455997,50.2441398397415,42.5218586946686,35.0991646083546
"46","SSP4",2065,5,"NRE",4.19781552359306,8.39092203784742,13.4319241969582,23.160477310046,50.8188609315553,43.2046584352493,36.3176725399754
"47","SSP4",2075,5,"NRE",4.01544352325744,8.18023640058923,13.2917775064554,23.1894467071145,51.3230958625835,43.8498059940709,37.4543022553116
"48","SSP4",2085,5,"NRE",3.84112772314193,7.94993137273793,13.2251723813655,23.2181075641884,51.7656609585663,44.4468970649197,38.4967865387797
"49","SSP4",2095,5,"NRE",3.67982259070112,7.74180134021092,13.1630961240396,23.2163455298421,52.1989344152062,45.0051071354566,39.4777681150332
"50","SSP4",2105,5,"NRE",3.60209742574196,7.64301365295211,13.1312421321224,23.2096253576195,52.414021431564,45.2761838865246,39.9559042263424
"51","SSP4",2015,6,"CHN",5.28333333333333,11.3366666666667,16.64,23.7266666666667,43.01,35.1385046168206,46.877129
"52","SSP4",2025,6,"CHN",4.92199585555636,11.1076993579907,16.5459119129874,23.8128131649817,43.6081615987699,36.0322097378284,48.069351
"53","SSP4",2035,6,"CHN",4.70704073637278,10.9548355054546,16.478066786463,23.8585757138193,43.9980097108877,36.5955416943886,48.820847
"54","SSP4",2045,6,"CHN",4.611096767564,10.8822128847678,16.4446527708937,23.8775548437432,44.1809865420281,36.8553371361426,49.167419
"55","SSP4",2055,6,"CHN",4.51515589275457,10.8067207037535,16.4091923480814,23.8955875183146,44.3698221847112,37.120586906062,49.521267
"56","SSP4",2065,6,"CHN",4.45515941521148,10.757997757109,16.3859378212286,23.9063655876133,44.4910020586464,37.2893403052292,49.746387
"57","SSP4",2075,6,"CHN",4.50073288188551,10.7951159310732,16.4036790892393,23.8982141453431,44.3987327713412,37.1609491880364,49.575111
"58","SSP4",2085,6,"CHN",4.75240331986158,10.9882052540635,16.4931760220045,23.8492840374933,43.9134712969555,36.4745479397999,48.659439
"59","SSP4",2095,6,"CHN",5.29387359843077,11.3428714569245,16.6424064750211,23.7239975802841,42.9935199433822,35.1133371315887,46.843555
"60","SSP4",2105,6,"CHN",5.67728351139707,11.5685752765846,16.7299437779135,23.6269075955284,42.3940457351814,34.1978521202867,45.622276
"61","SSP4",2015,7,"IND",6.94666666666667,10.8177777777778,14.6711111111111,20.7544444444444,46.81,35.8653333333333,39.150066
"62","SSP4",2025,7,"IND",5.01829187648329,9.00847929460421,13.5286273430562,20.6646742188563,51.779927267,42.0717862821142,45.924938
"63","SSP4",2035,7,"IND",3.77022464143028,7.11889953243295,12.2254413472028,20.2872396274407,56.5981948514933,47.5297122060535,51.882729
"64","SSP4",2045,7,"IND",3.00543053676392,5.47097634499915,11.0424287949584,19.8381906644876,60.6429736587909,51.8569202254169,56.6062451034
