"","scenario","decade","Region","RegionCode","s1","s2","s3","s4","s5","gQuints","gRao"
"1","SSP3",2015,1,"USA",3.32,8.685,14.38,22.485,51.175,43.7842970663202,40.937237
"2","SSP3",2025,1,"USA",2.44338802229586,7.90038493724451,13.942903825488,22.5424851405386,53.2185840533568,46.4548165992239,43.435299
"3","SSP3",2035,1,"USA",2.01084338077516,7.31873246031604,13.5820999635992,22.4959882189301,54.6418270277663,48.1518583600739,45.02282
"4","SSP3",2045,1,"USA",1.69022959795518,6.7568664974319,13.2171179017951,22.4112070382945,55.9756257271566,49.6647008977264,46.438076
"5","SSP3",2055,1,"USA",1.41559566031235,6.14816385878089,12.809407241914,22.2895437863026,57.3899243872364,51.209061096758,47.882862
"6","SSP3",2065,1,"USA",1.18329711973078,5.50261156606089,12.3670366043213,22.1363368563144,58.8649582621278,52.7701962599723,49.343388
"7","SSP3",2075,1,"USA",0.987142073148112,4.82403120360996,11.8939053388624,21.9555962723517,60.3951889111651,54.3487022480527,50.820213
"8","SSP3",2085,1,"USA",0.820506426792155,4.1094891492292,11.388945499935,21.7489092791222,61.989669493171,55.9589110243569,52.326748
"9","SSP3",2095,1,"USA",0.679809657426539,3.36329053760258,10.8559753183317,21.5194011564018,63.640728038777,57.597078769987,53.859493
"10","SSP3",2105,1,"USA",0.617975515118911,2.97866727282027,10.5794506994106,21.3967201765861,64.4872452042286,58.4275459899763,54.636536
"11","SSP3",2015,2,"EUR",7.32377037335337,12.3065016827597,17.2948191752861,23.3892975766614,39.6856111919395,30.3225910124296,30.9591043147232
"12","SSP3",2025,2,"EUR",6.90366550325097,12.0823816807219,17.1314703934431,23.5157083659325,40.3667740566515,31.3438175168047,32.233874108057
"13","SSP3",2035,2,"EUR",6.49841493391184,11.8370988946291,16.9364623966212,23.618573951551,41.1094498232869,32.4014179342688,33.5302774842275
"14","SSP3",2045,2,"EUR",6.09618489965451,11.5741265408897,16.7162587023745,23.6908150027067,41.9226148543746,33.5078193485029,34.8667332928897
"15","SSP3",2055,2,"EUR",5.67837809050331,11.2614690964408,16.4671181550844,23.7396908040473,42.8533438539242,34.7312612937793,36.3274971210836
"16","SSP3",2065,2,"EUR",5.26076112328378,10.884169006144,16.2019861011114,23.7590762343639,43.894007535097,36.0565600207385,37.8912281453351
